uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF,publicationDate
bfe4b995-02a1-44a6-b41b-1e7fc2132511,JERC_016.basePlot.vst,2014-09-10,D03,JERC,JERC_016,distributed,deciduousForest,31.180684,-84.472088,WGS84,20.3,740910.1,3452379.19,16N,33.5,0.5,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,400,400,400,Woody stems mapping establishment; also D03DWB07,D03MLK24,,legacyData,20200817T124221Z
45477c31-ef37-4fc4-bc1d-c6e498879838,JERC_041.basePlot.vst,2014-09-10,D03,JERC,JERC_041,distributed,mixedForest,31.185739,-84.481405,WGS84,,740009.16,3452919.41,16N,40.7,,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,10,noneSelected,400,80,400,Woody stems mapping establishment; Also D03TSB28,D03DWB07,,legacyData,20200817T124221Z
e07bbcc1-4f46-421e-bb0b-b0feea3cac73,JERC_006.basePlot.vst,2014-09-10,D03,JERC,JERC_006,distributed,mixedForest,31.187671,-84.45585,WGS84,20.2,742440.23,3453189.4,16N,42.2,0.3,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,400,400,400,Other vegetation structure measurements; Pteridium aquilinum beginning to senscence; Also D03TRA11 D03BCZ01,D03MLK24,,legacyData,20200817T124221Z
37d8c3e5-64e6-47e1-8c1e-59ee7f6dfa58,JERC_042.basePlot.vst,2014-09-11,D03,JERC,JERC_042,distributed,mixedForest,31.210124,-84.469727,WGS84,,741060.46,3455648.61,16N,45,,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,400,400,400,Woody stems mapping establishment;,D03DWB07,,legacyData,20200817T124221Z
ee07fb79-99e5-48b9-b313-17aaa9d13ce1,JERC_022.basePlot.vst,2014-09-11,D03,JERC,JERC_022,distributed,evergreenForest,31.210377,-84.468464,WGS84,20.1,741180.18,3455679.42,16N,46.7,0.2,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,400,400,400,Other vegetation structure measurements; Pteridium aquilinum beginning to senscence; Also D03TRA11 D03JLE4,D03MLK24,,legacyData,20200817T124221Z
cc017c03-db78-453d-a1c9-12be611813d5,JERC_003.basePlot.vst,2014-09-11,D03,JERC,JERC_003,distributed,deciduousForest,31.196146,-84.473242,WGS84,20.3,740760.91,3454091.08,16N,35.6,0.4,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,400,400,400,Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03ESP24,D03DWB07,,legacyData,20200817T124221Z
e56c530c-bb4b-44bd-853e-bfce64ded5ac,JERC_031.basePlot.vst,2014-09-11,D03,JERC,JERC_031,distributed,mixedForest,31.202452,-84.464588,WGS84,20.1,741569.72,3454809.17,16N,44,0.2,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,400,400,400,Other vegetation structure measurements; most Pteridium aquilinum senescenced; will need subplots in the future,D03JLE14,,legacyData,20200817T124221Z
ef4b4fcf-b521-4bad-b52d-e5cfbc3e4cbf,JERC_042.basePlot.vst,2014-09-11,D03,JERC,JERC_042,distributed,mixedForest,31.210124,-84.469727,WGS84,,741060.46,3455648.61,16N,45,,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,400,400,400,Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03ESP24,D03DWB07,,legacyData,20200817T124221Z
e6263706-7aa5-4fad-bc40-193d40c399d5,JERC_005.basePlot.vst,2014-09-11,D03,JERC,JERC_005,distributed,evergreenForest,31.195968,-84.451228,WGS84,20.3,742859.61,3454119.51,16N,46.8,0.6,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,400,400,400,Other vegetation structure measurements; Pteridium aquilinum beginning to senscence; Also D03TRA11 D03JLE4,D03MLK24,,legacyData,20200817T124221Z
50410651-8231-4603-8dd6-abbe370524f3,JERC_008.basePlot.vst,2014-09-11,D03,JERC,JERC_008,distributed,mixedForest,31.195154,-84.450932,WGS84,20.3,742889.9,3454029.91,16N,47.1,0.4,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,400,400,400,Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03TRA11 D03JLE14,D03MLK24,,legacyData,20200817T124221Z
0730caf6-5aa8-4623-803e-5fdbe8433531,JERC_013.basePlot.vst,2014-10-01,D03,JERC,JERC_013,distributed,evergreenForest,31.178468,-84.469946,WGS84,20.2,741119.92,3452138.15,16N,36.7,0.2,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,400,400,400,Woody stems mapping establishment;,D03JAK04,,legacyData,20200817T125108Z
61974772-e41f-4ca0-b3f3-be16afa6b5e9,JERC_060.basePlot.vst,2014-10-07,D03,JERC,JERC_060,tower,evergreenForest,31.198675,-84.465307,WGS84,20.2,741510.8,3454388.81,16N,37.9,0.3,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03RV26 D03CIJ08;,D03DWB07,,legacyData,20200817T125108Z
213cb2b8-41fe-4204-aff4-dad5244e2b3e,JERC_050.basePlot.vst,2014-10-07,D03,JERC,JERC_050,tower,evergreenForest,31.196845,-84.468201,WGS84,20.3,741239.61,3454179.58,16N,36,0.3,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03ESP24 D03CIJ08,D03DWB07,,legacyData,20200817T125108Z
a6ec103f-04d9-4dcd-943d-c7ab5c8d7637,JERC_062.basePlot.vst,2014-10-07,D03,JERC,JERC_062,tower,evergreenForest,31.196804,-84.466929,WGS84,20.2,741360.96,3454177.81,16N,38.3,0.3,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; most Pteridium aquilinum senscenced; Also D03CIJ08 D03ESP24; Lygodium japonicum present in plot 1.45 m x .7 m with 3 small outliers; many Pteridium aquilinum present but dead;,D03DWB07,,legacyData,20200817T125108Z
19bef3c6-4917-4af4-9f5b-de0ed7b6d2b8,JERC_065.basePlot.vst,2014-10-07,D03,JERC,JERC_065,tower,evergreenForest,31.200288,-84.465275,WGS84,20.3,741509.75,3454567.72,16N,39.5,0.4,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Pteridium aquilinum beginning to senscence; Also D03RV26 D03CIJ08,D03DWB07,,legacyData,20200817T125108Z
09d61b56-6280-4efc-a372-5fb2d622ea3b,JERC_047.basePlot.vst,2014-10-07,D03,JERC,JERC_047,tower,evergreenForest,31.198433,-84.467178,WGS84,20.2,741333.09,3454357.89,16N,36.4,0.3,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Also D03CIJ08 D03ESP24; ferns beginning to senescence,D03DWB07,,legacyData,20200817T125108Z
86b7e763-6c75-4b3f-97d0-1d8172ee5f06,JERC_064.basePlot.vst,2014-10-07,D03,JERC,JERC_064,tower,evergreenForest,31.200612,-84.466534,WGS84,20.2,741388.93,3454600.9,16N,39.6,0.5,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Pteridium aquilinum beginning to senscence; Also D03RV26 D03CIJ08,D03DWB07,,legacyData,20200817T125108Z
9cae1876-660e-48c5-b40c-d4545c34fb91,JERC_054.basePlot.vst,2014-10-07,D03,JERC,JERC_054,tower,evergreenForest,31.197932,-84.468805,WGS84,20.3,741179.29,3454298.78,16N,36.1,0.4,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03CIJ08 D03ESP24,D03DWB07,,legacyData,20200817T125108Z
e427f9d5-511e-4285-b85f-2ea885041d2d,JERC_066.basePlot.vst,2014-10-07,D03,JERC,JERC_066,tower,evergreenForest,31.197553,-84.463761,WGS84,20.3,741661,3454267.78,16N,42.4,0.4,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Pteridium aquilinum beginning to senscence; Also D03RV26 D03ESP24; N stake broken by plow,D03DWB07,,legacyData,20200817T125108Z
9132ed60-7b3f-486b-b649-a2e5f4b16609,JERC_057.basePlot.vst,2014-10-07,D03,JERC,JERC_057,tower,mixedForest,31.200938,-84.469658,WGS84,20.1,741090.35,3454630.22,16N,34.3,0.2,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; most Pteridium aquilinum dead; Pleopeltis polypodioides present; Also D03CIJ08 D03RV26,D03DWB07,,legacyData,20200817T125108Z
f928b1e7-3182-48bf-80c7-b0fee7ceb288,JERC_051.basePlot.vst,2014-10-07,D03,JERC,JERC_051,tower,evergreenForest,31.199491,-84.46434,WGS84,20.3,741600.89,3454481.4,16N,42,0.4,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03RV26 D03CIJ08;,D03DWB07,,legacyData,20200817T125108Z
6ec6d59b-aa7e-418b-bafc-30485ec5701c,JERC_063.basePlot.vst,2014-10-08,D03,JERC,JERC_063,tower,evergreenForest,31.195656,-84.462881,WGS84,20.1,741749.71,3454059.37,16N,46.5,0.2,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; most Pteridium aquilinum senscenced; Also D03RV26 D03ESP24;,D03DWB07,,legacyData,20200817T125108Z
dece518e-dced-4cb7-b291-378d63c80f84,JERC_048.basePlot.vst,2014-10-08,D03,JERC,JERC_048,tower,evergreenForest,31.196458,-84.461913,WGS84,20.1,741839.93,3454150.41,16N,47.6,0.1,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Pteridium aquilinum beginning to senescence,D03DWB07,,legacyData,20200817T125108Z
89700b16-1ef9-4909-b202-d238bd9af68b,JERC_061.basePlot.vst,2014-10-08,D03,JERC,JERC_061,tower,evergreenForest,31.195445,-84.465398,WGS84,20.3,741510.34,3454030.47,16N,50.4,0.3,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; most Pteridium aquilinum dead,D03DWB07,,legacyData,20200817T125108Z
ce261138-3c12-4ba5-9d8d-b3a6c6bab759,JERC_049.basePlot.vst,2014-10-08,D03,JERC,JERC_049,tower,evergreenForest,31.196488,-84.464108,WGS84,20.2,741630.64,3454148.93,16N,45.5,0.3,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03ESP24 D03RV26,D03DWB07,,legacyData,20200817T125108Z
c1534c19-b421-4ddf-97b5-63b62c781fc4,JERC_052.basePlot.vst,2014-10-08,D03,JERC,JERC_052,tower,evergreenForest,31.195408,-84.464139,WGS84,20.1,741630.43,3454029.12,16N,46.1,0.2,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03CIJ08 D03ESP24;,D03DWB07,,legacyData,20200817T125108Z
a5b94bfd-acd5-4c5f-92b7-aa19097ba45c,JERC_059.basePlot.vst,2014-10-08,D03,JERC,JERC_059,tower,evergreenForest,31.198066,-84.462488,WGS84,20.3,741781.03,3454327.45,16N,42.6,0.4,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03RV26 D03ESP24;,D03DWB07,,legacyData,20200817T125108Z
07f721b0-7fbb-4800-a964-2745b578fb30,JERC_053.basePlot.vst,2014-10-08,D03,JERC,JERC_053,tower,evergreenForest,31.194044,-84.463553,WGS84,20.2,741689.75,3453879.16,16N,45,0.2,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03CIJ08 D03ESP24;,D03DWB07,,legacyData,20200817T125108Z
99924e5e-d0a7-4a08-9f7d-c7a509e032f6,JERC_058.basePlot.vst,2014-10-08,D03,JERC,JERC_058,tower,evergreenForest,31.194552,-84.462282,WGS84,20.3,741809.61,3453938.27,16N,47.7,0.4,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03CIJ08 D03ESP24;,D03DWB07,,legacyData,20200817T125108Z
8cbfe98d-84e9-4549-a1ca-9fccbd0e93fb,JERC_056.basePlot.vst,2014-10-09,D03,JERC,JERC_056,tower,evergreenForest,31.194637,-84.466362,WGS84,20.1,741420.51,3453938.77,16N,44.1,0.1,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; Pteridium aquilinum beginning to senescence; Also D03ESP24 D03CIJ08,D03DWB07,,legacyData,20200817T125108Z
b9257a7c-45ba-4e27-bfd8-5cf376d34326,JERC_055.basePlot.vst,2014-10-09,D03,JERC,JERC_055,tower,evergreenForest,31.194074,-84.465133,WGS84,20.1,741539.08,3453879.03,16N,41.3,0.2,vst_JERC_2014,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,Other vegetation structure measurements; will need subplots in the future; Pteridium aquilinum beginning to senesce,D03DWB07,,legacyData,20200817T125108Z
9f03e810-fb40-4e10-83ac-3ec59d5e5352,JERC_059.basePlot.vst,2015-06-30,D03,JERC,JERC_059,tower,evergreenForest,31.198066,-84.462488,WGS84,20.3,741781.03,3454327.45,16N,42.6,0.4,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,,cproia@field-ops.org,jeells@neoninc.org,legacyData,20200817T130700Z
b6761fda-f4c5-4d3b-a0a1-99f6fc7ad989,JERC_050.basePlot.vst,2015-07-01,D03,JERC,JERC_050,tower,evergreenForest,31.196845,-84.468201,WGS84,20.3,741239.61,3454179.58,16N,36,0.3,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",cproia@field-ops.org,jeells@neoninc.org,legacyData,20200817T125940Z
5e1ccb1e-b797-48b7-896c-f62469728b10,JERC_062.basePlot.vst,2015-07-01,D03,JERC,JERC_062,tower,evergreenForest,31.196804,-84.466929,WGS84,20.2,741360.96,3454177.81,16N,38.3,0.3,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,nested subplot used but not recorded,cprioa@field-ops.org,jeells@neoninc.org,legacyData,20200817T125940Z
e0a46447-8751-45b6-967d-3ab2567db250,JERC_064.basePlot.vst,2015-07-01,D03,JERC,JERC_064,tower,evergreenForest,31.200612,-84.466534,WGS84,20.2,741388.93,3454600.9,16N,39.6,0.5,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",tburlingame@field-ops.org,jeells@neoninc.org,legacyData,20200817T125940Z
79a89aff-ef1d-4396-9406-897662992124,JERC_062.basePlot.vst,2015-07-01,D03,JERC,JERC_062,tower,evergreenForest,31.196804,-84.466929,WGS84,20.2,741360.96,3454177.81,16N,38.3,0.3,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,nested subplot used but no size recorded,cproia@field-ops.org,jeells@neoninc.org,legacyData,20200817T125940Z
90ea25fd-8b4f-4090-afe9-ba7f3d479706,JERC_047.basePlot.vst,2015-07-01,D03,JERC,JERC_047,tower,evergreenForest,31.198433,-84.467178,WGS84,20.2,741333.09,3454357.89,16N,36.4,0.3,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",cproia@field-ops.org,jeells@neoninc.org,legacyData,20200817T125940Z
2a11ef69-e822-4bca-8fe1-2cfb74acae82,JERC_051.basePlot.vst,2015-07-06,D03,JERC,JERC_051,tower,evergreenForest,31.199491,-84.46434,WGS84,20.3,741600.89,3454481.4,16N,42,0.4,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",cproia@field-ops.org,jeells@neoninc.org,legacyData,20200817T125940Z
9f139aef-af5a-4860-af5a-f85050755ddc,JERC_061.basePlot.vst,2015-07-06,D03,JERC,JERC_061,tower,evergreenForest,31.195445,-84.465398,WGS84,20.3,741510.34,3454030.47,16N,50.4,0.3,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",cproia@field-ops.org,jeells@neoninc.org,legacyData,20200817T125940Z
9baeffc7-d7b0-459b-9039-39df8e30902b,JERC_058.basePlot.vst,2015-07-06,D03,JERC,JERC_058,tower,evergreenForest,31.194552,-84.462282,WGS84,20.3,741809.61,3453938.27,16N,47.7,0.4,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",cproia@field-ops.org,jeells@neoninc.org,legacyData,20200817T125940Z
c65a5f7e-0e60-4d11-93e8-0339f8b9527f,JERC_063.basePlot.vst,2015-07-07,D03,JERC,JERC_063,tower,evergreenForest,31.195656,-84.462881,WGS84,20.1,741749.71,3454059.37,16N,46.5,0.2,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",tburlingame@field-ops.org,jeells@neoninc.org,legacyData,20200817T125940Z
1f7bde5e-8879-4f06-8319-69da823b679e,JERC_056.basePlot.vst,2015-07-07,D03,JERC,JERC_056,tower,evergreenForest,31.194637,-84.466362,WGS84,20.1,741420.51,3453938.77,16N,44.1,0.1,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",tburlingame@field-ops.org,jeells@neoninc.org,legacyData,20200817T125940Z
573da78c-8b7f-4333-b8f4-76ebec951d2a,JERC_060.basePlot.vst,2015-07-08,D03,JERC,JERC_060,tower,evergreenForest,31.198675,-84.465307,WGS84,20.2,741510.8,3454388.81,16N,37.9,0.3,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",tburlingame@field-ops.org,jeells@neoninc.org,legacyData,20200817T125940Z
f5d00d4c-b8c9-43a3-96fb-32ea85860053,JERC_062.basePlot.vst,2015-08-18,D03,JERC,JERC_062,tower,evergreenForest,31.196804,-84.466929,WGS84,20.2,741360.96,3454177.81,16N,38.3,0.3,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",mkerstein@neoninc.org,tantony@field-ops.org,legacyData,20200817T125932Z
e8688982-19da-48fd-a399-586637782b4c,JERC_047.basePlot.vst,2015-08-18,D03,JERC,JERC_047,tower,evergreenForest,31.198433,-84.467178,WGS84,20.2,741333.09,3454357.89,16N,36.4,0.3,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",jkilmer@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T125932Z
7e1d3145-e875-4144-a3a2-256658ad4c16,JERC_062.basePlot.vst,2015-08-18,D03,JERC,JERC_062,tower,evergreenForest,31.196804,-84.466929,WGS84,20.2,741360.96,3454177.81,16N,38.3,0.3,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",mkerstein@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T125932Z
311a2704-158a-4d0f-8465-1cb2da6c472a,JERC_047.basePlot.vst,2015-08-19,D03,JERC,JERC_047,tower,evergreenForest,31.198433,-84.467178,WGS84,20.2,741333.09,3454357.89,16N,36.4,0.3,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,transcription errors: nestedsubplotareashubsapling missing; date corrected from 20150818 to 20150819,jkilmer@field-ops.org,tantony@field-ops.org,legacyData,20200817T125932Z
b3750788-0f3c-46a0-8383-c8c2f5b85104,JERC_054.basePlot.vst,2015-08-19,D03,JERC,JERC_054,tower,evergreenForest,31.197932,-84.468805,WGS84,20.3,741179.29,3454298.78,16N,36.1,0.4,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",jkilmer@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T125932Z
03c93ac8-692c-44f2-8c36-f379a373d8a1,JERC_054.basePlot.vst,2015-08-20,D03,JERC,JERC_054,tower,evergreenForest,31.197932,-84.468805,WGS84,20.3,741179.29,3454298.78,16N,36.1,0.4,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",jshaffer@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T125932Z
079f4c2a-9be9-4ddd-a64d-b6f1db7950d8,JERC_050.basePlot.vst,2015-08-24,D03,JERC,JERC_050,tower,evergreenForest,31.196845,-84.468201,WGS84,20.3,741239.61,3454179.58,16N,36,0.3,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",jkilmer@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T125932Z
2100b3e0-502c-4b28-8490-f47a101efa7a,JERC_055.basePlot.vst,2015-08-25,D03,JERC,JERC_055,tower,evergreenForest,31.194074,-84.465133,WGS84,20.1,741539.08,3453879.03,16N,41.3,0.2,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",jkilmer@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T125932Z
b8a04b15-d143-4a56-8959-6983b436243b,JERC_050.basePlot.vst,2015-08-25,D03,JERC,JERC_050,tower,evergreenForest,31.196845,-84.468201,WGS84,20.3,741239.61,3454179.58,16N,36,0.3,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",jkilmer@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T125932Z
444cda64-a779-4e28-8efc-89cc91533a21,JERC_056.basePlot.vst,2015-08-26,D03,JERC,JERC_056,tower,evergreenForest,31.194637,-84.466362,WGS84,20.1,741420.51,3453938.77,16N,44.1,0.1,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,no transcription errors,cproia@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T125932Z
e65a496b-8140-4d40-aa20-c5837969cae1,JERC_056.basePlot.vst,2015-08-26,D03,JERC,JERC_056,tower,evergreenForest,31.194637,-84.466362,WGS84,20.1,741420.51,3453938.77,16N,44.1,0.1,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,transcription error: 25 placed under nestedsubplotarealianas rather than nestedsubplotareashrubsapling,psoucy@field-ops.org,tantony@field-ops.org,legacyData,20200817T125932Z
0b8f1cf3-9788-4b6c-848b-4bd6022fc5f8,JERC_053.basePlot.vst,2015-08-26,D03,JERC,JERC_053,tower,evergreenForest,31.194044,-84.463553,WGS84,20.2,741689.75,3453879.16,16N,45,0.2,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",smatlick@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T125932Z
41d27580-99a9-40a1-a06b-ee1c6d130ca4,JERC_052.basePlot.vst,2015-08-27,D03,JERC,JERC_052,tower,evergreenForest,31.195408,-84.464139,WGS84,20.1,741630.43,3454029.12,16N,46.1,0.2,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",psoucy@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T125932Z
4f0a8204-ab21-4891-8557-a8611dc71b2f,JERC_052.basePlot.vst,2015-08-31,D03,JERC,JERC_052,tower,evergreenForest,31.195408,-84.464139,WGS84,20.1,741630.43,3454029.12,16N,46.1,0.2,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",jshaffer@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T125932Z
7a2ae776-ebd1-41bd-9a10-828b91b0b70d,JERC_051.basePlot.vst,2015-09-01,D03,JERC,JERC_051,tower,evergreenForest,31.199491,-84.46434,WGS84,20.3,741600.89,3454481.4,16N,42,0.4,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",jshaffer@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T130731Z
12aa47e1-0ad6-4b59-94b3-0fbe764c9347,JERC_051.basePlot.vst,2015-09-01,D03,JERC,JERC_051,tower,evergreenForest,31.199491,-84.46434,WGS84,20.3,741600.89,3454481.4,16N,42,0.4,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,1,noneSelected,800,4,800,"",jshaffer@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T130731Z
1147569e-25fc-4e95-8f98-6aeb7efd63b6,JERC_060.basePlot.vst,2015-09-02,D03,JERC,JERC_060,tower,evergreenForest,31.198675,-84.465307,WGS84,20.2,741510.8,3454388.81,16N,37.9,0.3,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",jshaffer@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T130731Z
8c7deb7d-51bd-4061-aaf5-ca8bfddd69ab,JERC_060.basePlot.vst,2015-09-02,D03,JERC,JERC_060,tower,evergreenForest,31.198675,-84.465307,WGS84,20.2,741510.8,3454388.81,16N,37.9,0.3,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",jshaffer@field-ops.org,tantony@field-ops.org,legacyData,20200817T130731Z
a7eabadb-83e1-444b-b13a-6cb8ef709813,JERC_065.basePlot.vst,2015-09-03,D03,JERC,JERC_065,tower,evergreenForest,31.200288,-84.465275,WGS84,20.3,741509.75,3454567.72,16N,39.5,0.4,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",jshaffer@field-ops.org,tantony@field-ops.org,legacyData,20200817T130731Z
aeb21b12-be05-4194-a944-159f895c8c85,JERC_057.basePlot.vst,2015-09-03,D03,JERC,JERC_057,tower,mixedForest,31.200938,-84.469658,WGS84,20.1,741090.35,3454630.22,16N,34.3,0.2,vst_JERC_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,"",jshaffer@field-ops.org,rvistocci@field-ops.org,legacyData,20200817T130731Z
